transaction_id,order_date,product_category,product_id, product_name,units_sold,unit_price,total_revenue,region ,payment_method
10575,11/15/2024,Beauty Products,150,Neutrogena Skincare Set,2,1171.28,2342.56,Asia,Debit Card
10576,5/1/2024,Clothing,126,Nike Air Max,4,1089.93,4359.72,Asia,Debit Card
10577,11/4/2024,Electronics,185,Sony WH-1000XM5,1,1122.6,1122.6,Europe,Debit Card
10578,9/28/2024,Sports,111,Adidas Tennis Racket,5,195.78,978.9,North America,Debit Card
10579,11/3/2024,Beauty Products,133,Neutrogena Skincare Set,4,1838.99,7355.96,Asia,Credit Card
10580,6/11/2024,Electronics,124,iPhone 14 Pro,5,2237.5,11187.5,North America,PayPal
10581,9/12/2024,Home Appliances,113,Dyson V11 Vacuum,4,434,1736,Europe,Debit Card
10582,10/2/2024,Beauty Products,196,Dove Soap Pack,1,117.72,117.72,Asia,PayPal
10583,5/19/2024,Electronics,154,iPhone 14 Pro,3,183.37,550.11,Asia,Credit Card
10584,5/12/2024,Books,143,The Da Vinci Code,5,2275.85,11379.25,Asia,Credit Card
10585,2/25/2024,Clothing,181,Nike Air Max,4,1189.91,4759.64,Europe,Debit Card
10586,5/21/2024,Beauty Products,178,Neutrogena Skincare Set,4,1211.31,4845.24,Europe,Debit Card
10587,2/2/2024,Home Appliances,143,Blueair Classic 480i,1,2041.94,2041.94,Asia,Debit Card
10588,8/23/2024,Sports,182,Wilson Evolution Basketball,1,1423.29,1423.29,Asia,Debit Card
10589,8/19/2024,Beauty Products,123,L'Oreal Shampoo,2,1102.72,2205.44,North America,Debit Card
10590,10/5/2024,Beauty Products,110,Neutrogena Skincare Set,2,2205.42,4410.84,Asia,Debit Card
10591,8/24/2024,Electronics,128,iPhone 14 Pro,2,1547.25,3094.5,Europe,PayPal
10592,2/1/2024,Beauty Products,155,Neutrogena Skincare Set,2,2170.5,4341,Europe,Debit Card
10593,8/10/2024,Books,177,Harry Potter,1,584.16,584.16,Asia,Debit Card
10594,7/24/2024,Beauty Products,143,L'Oreal Shampoo,2,392.71,785.42,Asia,Credit Card
10595,8/19/2024,Beauty Products,105,Dove Soap Pack,5,2291.21,11456.05,Asia,Credit Card
10596,8/27/2024,Clothing,135,Adidas Hoodie,1,361.87,361.87,Asia,Credit Card
10597,10/1/2024,Clothing,172,Adidas Hoodie,3,1039.18,3117.54,Asia,PayPal
10598,2/24/2024,Sports,128,Wilson Evolution Basketball,4,853.27,3413.08,Asia,Credit Card
10599,3/3/2024,Home Appliances,180,Dyson V11 Vacuum,3,785.75,2357.25,Europe,PayPal
10600,7/12/2024,Clothing,109,Nike Air Max,1,1780.52,1780.52,Europe,Credit Card
10601,5/26/2024,Home Appliances,158,Dyson V11 Vacuum,2,1568.11,3136.22,Europe,Credit Card
10602,11/28/2024,Beauty Products,135,Neutrogena Skincare Set,1,117.23,117.23,Europe,Credit Card
10603,7/23/2024,Electronics,185,Samsung Galaxy S23,1,1563.12,1563.12,North America,PayPal
10604,6/2/2024,Electronics,175,Sony WH-1000XM5,1,2026.92,2026.92,Europe,Credit Card
10605,5/13/2024,Books,114,Harry Potter,3,1266.86,3800.58,North America,Debit Card
10606,8/9/2024,Clothing,130,Adidas Hoodie,1,1989.48,1989.48,Europe,PayPal
10607,4/30/2024,Books,177,The Da Vinci Code,2,1404.12,2808.24,Asia,Credit Card
10608,2/7/2024,Home Appliances,123,Dyson V11 Vacuum,4,1592.46,6369.84,Asia,Credit Card
10609,11/1/2024,Books,150,Harry Potter,2,1445.79,2891.58,Asia,Credit Card
10610,12/16/2024,Sports,127,Adidas Tennis Racket,5,1482.54,7412.7,Asia,Credit Card
10611,7/25/2024,Home Appliances,191,Philips Air Fryer,2,37.99,75.98,Asia,Credit Card
10612,7/19/2024,Beauty Products,105,Neutrogena Skincare Set,4,2328.16,9312.64,Europe,PayPal
10613,4/14/2024,Beauty Products,151,L'Oreal Shampoo,4,250.1,1000.4,Europe,Debit Card
10614,10/31/2024,Clothing,175,Adidas Hoodie,4,2229.17,8916.68,Europe,Credit Card
10615,5/12/2024,Books,167,The Da Vinci Code,4,361.74,1446.96,Asia,Debit Card
10616,9/28/2024,Sports,131,Wilson Evolution Basketball,4,1493.48,5973.92,Asia,PayPal
10617,6/26/2024,Books,126,Atomic Habits,2,138.51,277.02,Europe,PayPal
10618,6/22/2024,Electronics,104,MacBook Pro 16-inch,3,1810.34,5431.02,North America,Credit Card
10619,1/12/2024,Home Appliances,122,Dyson V11 Vacuum,4,620.15,2480.6,Asia,PayPal
10620,9/27/2024,Home Appliances,121,Blueair Classic 480i,1,1646.4,1646.4,Asia,Debit Card
10621,12/2/2024,Sports,180,Nike Football,3,1356.01,4068.03,Asia,PayPal
10622,4/15/2024,Beauty Products,145,Neutrogena Skincare Set,2,2198.3,4396.6,North America,Credit Card
10623,7/14/2024,Clothing,167,Adidas Hoodie,4,2072.08,8288.32,North America,Credit Card
10624,11/6/2024,Beauty Products,123,Dove Soap Pack,3,881.1,2643.3,Asia,PayPal
10625,6/18/2024,Electronics,192,MacBook Pro 16-inch,2,1954.31,3908.62,North America,PayPal
10626,11/2/2024,Sports,156,Wilson Evolution Basketball,4,695.15,2780.6,Europe,Debit Card
10627,4/26/2024,Home Appliances,107,Dyson V11 Vacuum,1,398.44,398.44,North America,Credit Card
10628,2/13/2024,Sports,145,Adidas Tennis Racket,1,2167.31,2167.31,North America,Debit Card
10629,6/14/2024,Sports,110,Adidas Tennis Racket,3,2368.54,7105.62,North America,PayPal
10630,1/15/2024,Home Appliances,114,Philips Air Fryer,2,1473.48,2946.96,North America,PayPal
10631,8/13/2024,Electronics,178,iPhone 14 Pro,5,1082.33,5411.65,North America,PayPal
10632,4/22/2024,Electronics,198,iPhone 14 Pro,1,418.19,418.19,Europe,PayPal
10633,1/16/2024,Books,130,The Da Vinci Code,3,1752.9,5258.7,North America,Debit Card
10634,7/25/2024,Beauty Products,159,Neutrogena Skincare Set,2,706.96,1413.92,North America,Credit Card
10635,8/10/2024,Beauty Products,145,L'Oreal Shampoo,2,1331.32,2662.64,North America,Credit Card
10636,1/4/2024,Electronics,115,MacBook Pro 16-inch,2,2358.73,4717.46,Europe,Credit Card
10637,10/24/2024,Home Appliances,158,Blueair Classic 480i,2,171.11,342.22,Asia,Debit Card
10638,10/17/2024,Home Appliances,131,Blueair Classic 480i,4,405.54,1622.16,Europe,PayPal
10639,6/23/2024,Beauty Products,153,Neutrogena Skincare Set,2,407.94,815.88,Europe,Debit Card
10640,5/21/2024,Home Appliances,128,Dyson V11 Vacuum,1,1233.88,1233.88,North America,Credit Card
10641,4/24/2024,Beauty Products,127,Dove Soap Pack,2,680.78,1361.56,Europe,Credit Card
10642,3/4/2024,Books,126,Atomic Habits,2,2097.62,4195.24,Asia,PayPal
10643,10/5/2024,Clothing,169,Adidas Hoodie,2,2148.58,4297.16,Asia,Debit Card
10644,8/19/2024,Clothing,180,Nike Air Max,4,1562.55,6250.2,Europe,Debit Card
10645,10/11/2024,Electronics,182,Samsung Galaxy S23,5,1468.28,7341.4,North America,PayPal
10646,1/20/2024,Sports,172,Adidas Tennis Racket,1,1622.73,1622.73,North America,Credit Card
10647,6/26/2024,Clothing,182,Levi's 501 Jeans,5,886.96,4434.8,North America,PayPal
10648,6/29/2024,Beauty Products,140,Neutrogena Skincare Set,5,2474.88,12374.4,North America,Debit Card
10649,12/26/2024,Beauty Products,113,L'Oreal Shampoo,2,1701.61,3403.22,Europe,Debit Card
10650,9/20/2024,Beauty Products,184,Dove Soap Pack,2,1681.25,3362.5,North America,PayPal
10651,8/26/2024,Beauty Products,133,L'Oreal Shampoo,4,1528.61,6114.44,North America,Credit Card
10652,6/7/2024,Beauty Products,187,L'Oreal Shampoo,4,635.7,2542.8,Asia,Credit Card
10653,12/29/2024,Home Appliances,171,Dyson V11 Vacuum,4,2287.14,9148.56,Europe,Credit Card
10654,9/5/2024,Home Appliances,174,Blueair Classic 480i,1,1512.88,1512.88,Europe,Debit Card
10655,11/12/2024,Sports,148,Wilson Evolution Basketball,4,1584.32,6337.28,Asia,Debit Card
10656,9/22/2024,Home Appliances,161,Dyson V11 Vacuum,2,1011.65,2023.3,Asia,PayPal
10657,1/2/2024,Clothing,135,Levi's 501 Jeans,2,1797.74,3595.48,Europe,Debit Card
10658,9/14/2024,Books,145,Atomic Habits,3,1344.15,4032.45,Asia,PayPal
10659,12/6/2024,Clothing,195,Levi's 501 Jeans,1,53.82,53.82,Europe,PayPal
10660,3/3/2024,Beauty Products,155,Dove Soap Pack,5,948.08,4740.4,Asia,Credit Card
10661,2/27/2024,Home Appliances,169,Dyson V11 Vacuum,1,609.35,609.35,North America,Debit Card
10662,4/6/2024,Clothing,115,Adidas Hoodie,2,127.48,254.96,Europe,Debit Card
10663,2/18/2024,Clothing,163,Levi's 501 Jeans,3,634.69,1904.07,Europe,Credit Card
10664,7/20/2024,Clothing,185,Adidas Hoodie,4,2100.17,8400.68,North America,PayPal
10665,3/5/2024,Home Appliances,180,Blueair Classic 480i,3,430.21,1290.63,Asia,Credit Card
10666,1/19/2024,Beauty Products,103,Neutrogena Skincare Set,1,1683.01,1683.01,North America,Debit Card
10667,1/27/2024,Electronics,166,Samsung Galaxy S23,3,965.65,2896.95,Asia,Credit Card
10668,11/8/2024,Home Appliances,108,Blueair Classic 480i,5,1530.06,7650.3,North America,PayPal
10669,1/26/2024,Sports,113,Nike Football,2,1580.9,3161.8,Asia,PayPal
10670,3/16/2024,Clothing,131,Levi's 501 Jeans,2,1876.99,3753.98,North America,PayPal
10671,5/29/2024,Books,144,Atomic Habits,1,611.29,611.29,Europe,Debit Card
10672,6/1/2024,Clothing,153,Levi's 501 Jeans,5,232.13,1160.65,Asia,PayPal
10673,12/19/2024,Beauty Products,114,Dove Soap Pack,1,2394.11,2394.11,Asia,PayPal
10674,11/16/2024,Clothing,158,Adidas Hoodie,2,1345.88,2691.76,North America,Credit Card
10675,7/11/2024,Electronics,172,MacBook Pro 16-inch,1,352.12,352.12,North America,Debit Card
10676,12/19/2024,Home Appliances,196,Dyson V11 Vacuum,4,444.06,1776.24,Europe,PayPal
10677,8/3/2024,Electronics,147,MacBook Pro 16-inch,1,1476.21,1476.21,North America,Debit Card
10678,7/31/2024,Books,159,Harry Potter,4,307.08,1228.32,Asia,Credit Card
10679,1/6/2024,Home Appliances,185,Dyson V11 Vacuum,5,715.63,3578.15,Asia,Debit Card
10680,12/5/2024,Electronics,183,Sony WH-1000XM5,5,2388.66,11943.3,Asia,Credit Card
10681,3/10/2024,Electronics,102,Sony WH-1000XM5,3,661.08,1983.24,Asia,Credit Card
10682,10/2/2024,Beauty Products,192,Neutrogena Skincare Set,1,198.71,198.71,Asia,PayPal
10683,12/7/2024,Books,108,Atomic Habits,4,403.67,1614.68,Europe,Credit Card
10684,1/5/2024,Beauty Products,132,L'Oreal Shampoo,2,710.06,1420.12,North America,Debit Card
10685,5/29/2024,Home Appliances,138,Dyson V11 Vacuum,2,2075.88,4151.76,North America,Debit Card
10686,10/13/2024,Clothing,153,Adidas Hoodie,4,198.76,795.04,North America,Credit Card
10687,11/9/2024,Clothing,103,Levi's 501 Jeans,2,121.54,243.08,North America,PayPal
10688,3/8/2024,Books,135,Atomic Habits,2,2279.64,4559.28,Asia,PayPal
10689,4/17/2024,Beauty Products,119,L'Oreal Shampoo,4,668.93,2675.72,Asia,Credit Card
10690,10/17/2024,Clothing,170,Levi's 501 Jeans,4,1635.17,6540.68,Europe,PayPal
10691,7/3/2024,Books,185,The Da Vinci Code,3,277.35,832.05,Europe,PayPal
10692,10/10/2024,Beauty Products,185,L'Oreal Shampoo,1,1903.3,1903.3,Europe,Credit Card
10693,2/1/2024,Beauty Products,158,L'Oreal Shampoo,1,2074.22,2074.22,North America,Credit Card
10694,7/19/2024,Clothing,195,Adidas Hoodie,2,1842.05,3684.1,Asia,PayPal
10695,10/9/2024,Clothing,109,Levi's 501 Jeans,2,1956.15,3912.3,Europe,PayPal
10696,2/13/2024,Electronics,177,MacBook Pro 16-inch,4,389.96,1559.84,North America,Debit Card
10697,6/14/2024,Sports,180,Nike Football,2,876.71,1753.42,Europe,Credit Card
10698,8/13/2024,Books,128,The Da Vinci Code,5,547.8,2739,Europe,Debit Card
10699,9/10/2024,Sports,197,Adidas Tennis Racket,3,1779.67,5339.01,Europe,PayPal
10700,4/30/2024,Sports,103,Wilson Evolution Basketball,3,2219.04,6657.12,Asia,Debit Card
10701,2/8/2024,Sports,114,Nike Football,4,924.21,3696.84,North America,Credit Card
10702,7/25/2024,Books,181,The Da Vinci Code,4,1187.7,4750.8,Europe,PayPal
10703,9/23/2024,Beauty Products,179,Dove Soap Pack,5,673.31,3366.55,Europe,PayPal
10704,10/23/2024,Beauty Products,178,Neutrogena Skincare Set,3,1153.3,3459.9,Europe,PayPal
10705,10/26/2024,Beauty Products,167,Neutrogena Skincare Set,2,1264.06,2528.12,Asia,Credit Card
10706,11/4/2024,Books,148,Harry Potter,1,91.81,91.81,Europe,PayPal
10707,3/7/2024,Beauty Products,123,L'Oreal Shampoo,2,1565.02,3130.04,Asia,Debit Card
10708,1/2/2024,Clothing,135,Nike Air Max,5,1054.78,5273.9,Asia,Debit Card
10709,10/25/2024,Home Appliances,165,Blueair Classic 480i,1,1463.79,1463.79,Asia,Debit Card
10710,9/9/2024,Clothing,139,Levi's 501 Jeans,5,689.82,3449.1,North America,Credit Card
10711,10/5/2024,Books,121,Harry Potter,4,1350.55,5402.2,Asia,Credit Card
10712,7/21/2024,Beauty Products,132,Dove Soap Pack,2,2090.65,4181.3,North America,PayPal
10713,6/19/2024,Books,169,Atomic Habits,1,940.73,940.73,Asia,Credit Card
10714,10/18/2024,Beauty Products,172,L'Oreal Shampoo,5,1989.93,9949.65,Asia,Credit Card
10715,10/2/2024,Books,132,Atomic Habits,1,197.79,197.79,Europe,Debit Card
10716,10/11/2024,Clothing,185,Levi's 501 Jeans,4,1730,6920,Europe,PayPal
10717,4/9/2024,Clothing,182,Levi's 501 Jeans,2,2390.44,4780.88,Europe,PayPal
10718,11/26/2024,Electronics,169,Sony WH-1000XM5,5,1995.25,9976.25,Europe,PayPal
10719,12/29/2024,Beauty Products,190,L'Oreal Shampoo,4,1008.12,4032.48,Asia,Debit Card
10720,5/31/2024,Clothing,162,Adidas Hoodie,4,1303.91,5215.64,North America,Debit Card
10721,8/1/2024,Books,138,The Da Vinci Code,4,392.29,1569.16,Asia,Debit Card
10722,9/22/2024,Books,194,Atomic Habits,3,630.94,1892.82,North America,Debit Card
10723,5/20/2024,Clothing,109,Nike Air Max,3,655.33,1965.99,North America,Debit Card
10724,7/11/2024,Beauty Products,197,Neutrogena Skincare Set,3,1887.52,5662.56,North America,Debit Card
10725,6/9/2024,Books,152,The Da Vinci Code,4,578.5,2314,North America,PayPal
10726,10/26/2024,Sports,137,Adidas Tennis Racket,2,888.55,1777.1,Asia,Credit Card
10727,4/7/2024,Clothing,106,Levi's 501 Jeans,1,2204.76,2204.76,North America,PayPal
10728,2/21/2024,Books,155,Harry Potter,3,1227.01,3681.03,Asia,Debit Card
10729,1/23/2024,Clothing,114,Nike Air Max,5,966.48,4832.4,Europe,Debit Card
10730,2/27/2024,Clothing,165,Levi's 501 Jeans,5,2410.26,12051.3,Asia,Debit Card
10731,9/3/2024,Sports,189,Nike Football,5,2358.84,11794.2,North America,PayPal
10732,9/7/2024,Home Appliances,103,Philips Air Fryer,2,1664.77,3329.54,Europe,Credit Card
10733,11/26/2024,Books,150,Atomic Habits,2,900.13,1800.26,Europe,PayPal
10734,11/3/2024,Home Appliances,198,Dyson V11 Vacuum,2,2399.65,4799.3,North America,Debit Card
10735,9/12/2024,Sports,116,Nike Football,3,1950.75,5852.25,Europe,PayPal
10736,4/7/2024,Sports,172,Adidas Tennis Racket,1,2000.94,2000.94,North America,PayPal
10737,12/12/2024,Sports,103,Adidas Tennis Racket,4,2077.5,8310,North America,PayPal
10738,1/21/2024,Books,121,Harry Potter,3,87.26,261.78,Asia,PayPal
10739,9/8/2024,Clothing,150,Levi's 501 Jeans,4,404.39,1617.56,North America,Debit Card
10740,12/15/2024,Books,155,The Da Vinci Code,3,868.75,2606.25,Asia,PayPal
10741,6/21/2024,Sports,147,Wilson Evolution Basketball,2,619.28,1238.56,Asia,PayPal
10742,4/17/2024,Sports,118,Nike Football,1,2148.96,2148.96,Europe,Debit Card
10743,1/31/2024,Beauty Products,154,Neutrogena Skincare Set,5,2081.53,10407.65,Europe,Debit Card
10744,3/11/2024,Clothing,116,Adidas Hoodie,1,2042.06,2042.06,Europe,PayPal
10745,11/28/2024,Home Appliances,160,Dyson V11 Vacuum,4,1275.89,5103.56,Asia,PayPal
10746,6/23/2024,Clothing,182,Nike Air Max,3,1426.01,4278.03,Europe,PayPal
10747,8/23/2024,Electronics,181,Samsung Galaxy S23,5,668.02,3340.1,Europe,Credit Card
10748,8/29/2024,Sports,197,Nike Football,3,25.32,75.96,Europe,Credit Card
10749,7/7/2024,Home Appliances,166,Blueair Classic 480i,5,163.26,816.3,North America,Debit Card
10750,5/31/2024,Sports,186,Nike Football,1,527.38,527.38,Asia,Debit Card
10751,8/5/2024,Sports,101,Nike Football,5,1324.71,6623.55,North America,Credit Card
10752,3/2/2024,Home Appliances,148,Dyson V11 Vacuum,1,1606.79,1606.79,North America,PayPal
10753,5/25/2024,Sports,103,Wilson Evolution Basketball,3,1662.41,4987.23,Asia,Debit Card
10754,6/24/2024,Sports,139,Wilson Evolution Basketball,4,1911.37,7645.48,North America,PayPal
10755,12/26/2024,Clothing,126,Levi's 501 Jeans,4,622.54,2490.16,Europe,Debit Card
10756,10/25/2024,Sports,199,Adidas Tennis Racket,3,178.99,536.97,North America,PayPal
10757,3/27/2024,Electronics,126,Samsung Galaxy S23,3,660.57,1981.71,Asia,Credit Card
10758,1/22/2024,Home Appliances,113,Blueair Classic 480i,1,553.32,553.32,Asia,Credit Card
10759,10/5/2024,Books,115,Harry Potter,5,2342.73,11713.65,North America,PayPal
10760,1/28/2024,Clothing,101,Adidas Hoodie,4,2198.25,8793,North America,Debit Card
10761,2/25/2024,Clothing,124,Nike Air Max,4,1593.62,6374.48,Asia,Debit Card
10762,2/11/2024,Clothing,138,Levi's 501 Jeans,4,744.86,2979.44,Europe,PayPal
10763,5/11/2024,Sports,162,Wilson Evolution Basketball,5,663.93,3319.65,North America,Credit Card
10764,6/16/2024,Home Appliances,142,Dyson V11 Vacuum,2,1849.97,3699.94,North America,Credit Card
10765,8/9/2024,Sports,174,Nike Football,5,1798.82,8994.1,North America,Debit Card
10766,7/17/2024,Clothing,160,Nike Air Max,2,630.53,1261.06,North America,Credit Card
10767,8/16/2024,Clothing,133,Levi's 501 Jeans,3,750.47,2251.41,North America,Credit Card
10768,9/7/2024,Clothing,100,Levi's 501 Jeans,5,2333.09,11665.45,Asia,PayPal
10769,5/29/2024,Beauty Products,109,Dove Soap Pack,2,763.36,1526.72,Asia,Debit Card
10770,9/8/2024,Sports,146,Wilson Evolution Basketball,4,1913.71,7654.84,Asia,PayPal
10771,1/26/2024,Beauty Products,107,Dove Soap Pack,3,744.38,2233.14,Europe,Debit Card
10772,6/30/2024,Home Appliances,161,Philips Air Fryer,4,748.75,2995,Asia,Credit Card
10773,3/15/2024,Electronics,189,Sony WH-1000XM5,1,502.89,502.89,Asia,PayPal
10774,7/10/2024,Books,152,The Da Vinci Code,3,115.12,345.36,Europe,Debit Card
10775,2/22/2024,Home Appliances,153,Dyson V11 Vacuum,1,2168.06,2168.06,Europe,Credit Card
10776,6/16/2024,Home Appliances,109,Dyson V11 Vacuum,4,740.5,2962,North America,Debit Card
10777,12/8/2024,Sports,114,Adidas Tennis Racket,4,2318.47,9273.88,North America,Credit Card
10778,12/3/2024,Sports,200,Nike Football,4,1508.56,6034.24,North America,Credit Card
10779,4/29/2024,Sports,122,Nike Football,3,974.12,2922.36,Europe,PayPal
10780,4/23/2024,Sports,134,Adidas Tennis Racket,1,1449.2,1449.2,Europe,PayPal
10781,4/10/2024,Beauty Products,118,Neutrogena Skincare Set,2,1970.02,3940.04,Europe,Credit Card
10782,10/15/2024,Home Appliances,123,Dyson V11 Vacuum,5,2380.89,11904.45,Asia,Credit Card
10783,7/9/2024,Electronics,146,iPhone 14 Pro,5,1598,7990,North America,PayPal
10784,1/31/2024,Clothing,188,Nike Air Max,5,733.61,3668.05,Asia,Credit Card
10785,11/8/2024,Beauty Products,159,Dove Soap Pack,2,2394.68,4789.36,North America,PayPal
10786,5/16/2024,Clothing,197,Nike Air Max,5,250.15,1250.75,North America,PayPal
10787,12/27/2024,Clothing,122,Nike Air Max,1,150.2,150.2,North America,Debit Card
10788,11/19/2024,Sports,103,Wilson Evolution Basketball,4,2283.15,9132.6,Europe,PayPal
10789,12/16/2024,Clothing,118,Levi's 501 Jeans,4,1809.3,7237.2,North America,Debit Card
10790,4/17/2024,Electronics,159,MacBook Pro 16-inch,3,384.78,1154.34,Asia,PayPal
10791,2/11/2024,Beauty Products,187,L'Oreal Shampoo,2,140.54,281.08,Asia,Credit Card
10792,9/4/2024,Home Appliances,161,Philips Air Fryer,2,1662.82,3325.64,Europe,Credit Card
10793,11/11/2024,Clothing,148,Nike Air Max,2,1986.45,3972.9,Europe,Credit Card
10794,9/6/2024,Books,110,Atomic Habits,2,1413.42,2826.84,Europe,Debit Card
10795,5/25/2024,Home Appliances,180,Dyson V11 Vacuum,5,691.18,3455.9,North America,Credit Card
10796,12/28/2024,Sports,197,Nike Football,5,1595.41,7977.05,Asia,PayPal
10797,1/23/2024,Clothing,164,Adidas Hoodie,3,343.94,1031.82,Asia,Debit Card
10798,4/22/2024,Home Appliances,152,Blueair Classic 480i,4,333.4,1333.6,Europe,PayPal
10799,10/5/2024,Clothing,124,Adidas Hoodie,5,1079.49,5397.45,Asia,PayPal
10800,7/30/2024,Electronics,103,Samsung Galaxy S23,3,2199.59,6598.77,Asia,Debit Card
10801,10/24/2024,Books,193,The Da Vinci Code,2,957.9,1915.8,North America,PayPal
10802,7/1/2024,Home Appliances,200,Philips Air Fryer,3,797.08,2391.24,Europe,Credit Card
10803,12/25/2024,Books,169,The Da Vinci Code,1,749.88,749.88,Asia,Credit Card
10804,8/22/2024,Sports,172,Nike Football,3,199.97,599.91,North America,Credit Card
10805,1/24/2024,Sports,127,Wilson Evolution Basketball,2,1879.35,3758.7,Europe,PayPal
10806,2/21/2024,Clothing,193,Nike Air Max,2,2195.2,4390.4,Europe,PayPal
10807,10/23/2024,Home Appliances,154,Philips Air Fryer,5,993.34,4966.7,North America,Debit Card
10808,2/11/2024,Home Appliances,149,Blueair Classic 480i,3,713.34,2140.02,Europe,Credit Card
10809,2/10/2024,Clothing,154,Levi's 501 Jeans,1,1607.9,1607.9,North America,PayPal
10810,8/26/2024,Books,122,The Da Vinci Code,2,64.8,129.6,North America,Debit Card
10811,10/10/2024,Sports,117,Nike Football,2,1309.22,2618.44,Asia,Credit Card
10812,12/16/2024,Home Appliances,104,Blueair Classic 480i,2,154.6,309.2,Asia,Credit Card
10813,4/26/2024,Home Appliances,128,Philips Air Fryer,4,879.4,3517.6,Asia,Credit Card
10814,12/6/2024,Beauty Products,195,Neutrogena Skincare Set,5,1413.78,7068.9,North America,Debit Card
10815,8/4/2024,Sports,173,Adidas Tennis Racket,1,1191.3,1191.3,Asia,PayPal
10816,4/18/2024,Books,197,Harry Potter,4,874.51,3498.04,Asia,Debit Card
10817,7/19/2024,Home Appliances,178,Blueair Classic 480i,4,2187.59,8750.36,Europe,Debit Card
10818,4/20/2024,Electronics,179,Sony WH-1000XM5,4,387.61,1550.44,Europe,Credit Card
10819,9/15/2024,Beauty Products,167,Neutrogena Skincare Set,4,1601.33,6405.32,Asia,Credit Card
10820,12/17/2024,Electronics,173,Sony WH-1000XM5,5,1171.7,5858.5,Asia,Credit Card
10821,8/2/2024,Sports,103,Adidas Tennis Racket,3,302.28,906.84,Asia,Debit Card
10822,2/7/2024,Sports,133,Nike Football,1,250.1,250.1,Europe,Debit Card
10823,5/12/2024,Beauty Products,192,Dove Soap Pack,1,1717.67,1717.67,North America,PayPal
10824,8/16/2024,Clothing,174,Adidas Hoodie,1,1244.07,1244.07,Europe,Credit Card
10825,1/28/2024,Clothing,157,Adidas Hoodie,3,321.41,964.23,Asia,PayPal
10826,10/25/2024,Books,149,Atomic Habits,5,2044.97,10224.85,North America,Credit Card
10827,9/3/2024,Electronics,123,Samsung Galaxy S23,4,520.89,2083.56,Europe,Debit Card
10828,5/2/2024,Electronics,122,Samsung Galaxy S23,5,2385.86,11929.3,Asia,Debit Card
10829,12/21/2024,Clothing,157,Levi's 501 Jeans,5,619.73,3098.65,Europe,Debit Card
10830,1/11/2024,Beauty Products,113,Dove Soap Pack,1,275.54,275.54,North America,Debit Card
10831,12/15/2024,Books,154,Atomic Habits,2,1191.61,2383.22,Asia,Debit Card
10832,2/28/2024,Beauty Products,114,Neutrogena Skincare Set,4,182.35,729.4,North America,Debit Card
10833,7/13/2024,Sports,132,Adidas Tennis Racket,4,1049.09,4196.36,North America,Credit Card
10834,8/27/2024,Sports,176,Nike Football,1,2377.93,2377.93,Asia,PayPal
10835,1/24/2024,Sports,156,Adidas Tennis Racket,3,98.6,295.8,Asia,Credit Card
10836,4/12/2024,Books,102,Harry Potter,1,156.25,156.25,Europe,Debit Card
10837,11/13/2024,Beauty Products,139,Neutrogena Skincare Set,1,2405.33,2405.33,North America,Credit Card
10838,10/26/2024,Clothing,175,Nike Air Max,5,2201.09,11005.45,North America,PayPal
10839,2/18/2024,Sports,178,Nike Football,1,2056.65,2056.65,Europe,Debit Card
10840,3/15/2024,Beauty Products,156,Neutrogena Skincare Set,4,2365.12,9460.48,North America,PayPal
10841,4/21/2024,Electronics,104,Samsung Galaxy S23,3,786.24,2358.72,Asia,Credit Card
10842,2/21/2024,Beauty Products,160,L'Oreal Shampoo,3,558.75,1676.25,Europe,Debit Card
10843,3/29/2024,Sports,198,Wilson Evolution Basketball,4,788.39,3153.56,Asia,Credit Card
10844,11/11/2024,Electronics,193,iPhone 14 Pro,5,1896.67,9483.35,Asia,Debit Card
10845,3/29/2024,Sports,102,Nike Football,5,1556.83,7784.15,Europe,Debit Card
10846,4/30/2024,Sports,149,Nike Football,1,1035.88,1035.88,North America,Debit Card
10847,3/13/2024,Books,128,The Da Vinci Code,5,620.5,3102.5,North America,Credit Card
10848,3/28/2024,Beauty Products,154,L'Oreal Shampoo,5,1719.44,8597.2,Asia,PayPal
10849,8/24/2024,Home Appliances,183,Dyson V11 Vacuum,2,1424.63,2849.26,Europe,Credit Card
10850,11/14/2024,Electronics,105,MacBook Pro 16-inch,4,1944.26,7777.04,Europe,PayPal
10851,2/7/2024,Electronics,197,Samsung Galaxy S23,4,1731.29,6925.16,Europe,Debit Card
10852,9/27/2024,Home Appliances,150,Blueair Classic 480i,2,1480.27,2960.54,North America,PayPal
10853,11/19/2024,Home Appliances,154,Blueair Classic 480i,2,1145.05,2290.1,North America,Debit Card
10854,7/20/2024,Electronics,156,Samsung Galaxy S23,2,925.6,1851.2,North America,PayPal
10855,5/30/2024,Clothing,176,Levi's 501 Jeans,3,1895.43,5686.29,North America,PayPal
10856,4/25/2024,Beauty Products,194,Neutrogena Skincare Set,2,2393.18,4786.36,Europe,Credit Card
10857,12/3/2024,Home Appliances,166,Blueair Classic 480i,3,839.57,2518.71,Europe,Debit Card
10858,5/19/2024,Clothing,142,Adidas Hoodie,3,1302.48,3907.44,Asia,Debit Card
10859,12/7/2024,Home Appliances,160,Dyson V11 Vacuum,1,438.04,438.04,North America,Debit Card
10860,12/13/2024,Books,148,Atomic Habits,1,111.77,111.77,Asia,PayPal
10861,10/6/2024,Clothing,142,Adidas Hoodie,1,1571.12,1571.12,North America,PayPal
